"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Background trait(s)","Study accession",Location
rs27387-<b>A</b>,"1 x 10-6",,0.021,4.44,'-,[2.29-8.59],PRICKLE2,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,3:64163491
rs28375794-<b>G</b>,"1 x 10-6",,0.033,3.76,'-,[2.12-6.66],ZFP42,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:187920332
rs342958-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:85359485
rs351328-<b>A</b>,"7 x 10-6",,0.079,2.7,'-,[1.73-4.23],EPHA7,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,6:93373405
rs356150-<b>C</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,18:77661491
rs3764044-<b>G</b>,"7 x 10-6",,0.03,3.68,'-,[2.01-6.74],SLCO1A2,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,12:21275437
rs3796392-<b>A</b>,"2 x 10-6",,0.002,15.21,'-,[3.37-68.63],EFCAB12,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,3:129418284
rs3852186-<b>A</b>,"9 x 10-6",,0.046,3.17,'-,[1.86-5.42],"VCAN-AS1, VCAN","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:83549670
rs4143116-<b>A</b>,"4 x 10-6",,0.197,2.28,'-,[1.59-3.25],GLI2,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:120863253
rs4635580-<b>A</b>,"2 x 10-6",,0.031,3.8,'-,[2.11-6.84],PTPRT,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,20:42321191
rs4748185-<b>A</b>,"1 x 10-6",,0.001,33.99,'-,[3.51-328.89],ITGA8,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:15612888
rs487836-<b>G</b>,"1 x 10-6",,0.001,34.03,'-,[3.52-329.29],POLR2M,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,15:57741661
rs4954192-<b>A</b>,"6 x 10-7",,0.41,2.36,'-,[1.67-3.34],"ACMSD, CCNT2-AS1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:134875411
rs55798256-<b>G</b>,"2 x 10-6",,0.059,3.1,'-,[1.91-5.02],LINC00535,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,8:93291573
rs55816310-<b>A</b>,"1 x 10-6",,0.001,33.91,'-,[3.51-328.09],"ADGRA1-AS1, LINC01168","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:133019423
rs566767-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],POLR2M,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,15:57790169
rs56868568-<b>G</b>,"1 x 10-6",,0.001,34.03,'-,[3.52-329.29],"TWIST1, FERD3L","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,7:19125257
rs59294057-<b>C</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],GFRA2,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,8:21649156
rs59448276-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"KRT81, KRT86","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,12:52286982
rs59753639-<b>C</b>,"5 x 10-6",,0.007,6.77,'-,[2.62-17.46],"BRI3P2, C12orf77","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,12:24987756
rs60241046-<b>A</b>,"7 x 10-6",,0.018,4.48,'-,[2.19-9.17],"ASXL3, NOL4","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,18:33810904
rs16964886-<b>A</b>,"5 x 10-6",,0.007,6.77,'-,[2.62-17.46],ASXL3,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,18:33742030
rs16995986-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],ARHGAP24,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:85772164
rs171165-<b>A</b>,"1 x 10-6",,0.003,11.49,'-,[3.29-40.16],ATRN,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,20:3476969
rs17167307-<b>G</b>,"1 x 10-6",,0.001,34.43,'-,[3.56-333.11],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,7:13644138
rs17461620-<b>A</b>,"5 x 10-6",,0.157,2.34,'-,[1.61-3.41],TUT7,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,9:86348093
rs1877101-<b>G</b>,"7 x 10-6",,0.004,9.55,'-,[2.88-31.66],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:13586488
rs188610-<b>A</b>,"1 x 10-6",,0.003,11.49,'-,[3.29-40.16],"SLC6A12-AS1, SLC6A12","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,12:204673
rs190141647-<b>G</b>,"2 x 10-6",,0.003,11.39,'-,[3.26-39.81],RARRES1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,3:158729995
rs2014791-<b>A</b>,"7 x 10-6",,0.379,2.15,'-,[1.53-3.03],LINC01425,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,21:21773630
rs2279695-<b>A</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],SPRING1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,12:116716457
rs2376682-<b>?</b>,"3 x 10-6",,0.779,4.166667,'-,[2.22-8.33],"LINC02215, RNU7-34P","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:118673777
rs2479808-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],CASC15,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,6:21824163
rs2586731-<b>C</b>,"1 x 10-6",,0.008,6.67,'-,[2.75-16.17],"MAPK4, MRO","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,18:50790789
rs10048897-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],LINC00528,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,22:17777938
rs10174165-<b>A</b>,"2 x 10-6",,0.075,2.89,'-,[1.84-4.53],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:239519464
rs10237103-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],GNAI1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,7:80032911
rs10268774-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],CACNA2D1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,7:82453122
rs10435178-<b>A</b>,"4 x 10-6",,0.036,3.55,'-,[2.01-6.27],HMGN1P19,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,7:46681113
rs10769691-<b>A</b>,"2 x 10-7",,0.072,3.13,'-,[2-4.9],"CAVIN3, SMPD1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:6354579
rs111361850-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,"[3.52 - 329.69]",LINC01091,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:123742201
rs11225569-<b>A</b>,"2 x 10-6",,0.06,3.06,'-,[1.89-4.95],DYNC2H1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:103145464
rs11240285-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"RNA5SP75, NFASC","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,1:204798177
rs113740863-<b>G</b>,"3 x 10-6",,0.016,4.82,'-,[2.34-9.92],LINC01896,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,18:78938027
rs114154155-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],TMEM26,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:61425904
rs114190122-<b>G</b>,"1 x 10-6",,0.001,34.03,'-,[3.52-329.29],CLSTN1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,1:9819291
rs6141-<b>?</b>,"3 x 10-6",,0.53226,2.3809524,'-,[1.64-3.45],THPO,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,3:184372478
rs61613191-<b>A</b>,"7 x 10-6",,0.004,9.56,'-,[2.88-31.7],RPS3AP24,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,6:140802574
rs61741390-<b>G</b>,"1 x 10-6",,0.001,34.03,'-,[3.52-329.29],PARD3B,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:205440538
rs6436285-<b>G</b>,"5 x 10-6",,0.026,3.9,'-,[2.08-7.31],"RPL23AP28, HSPA9P1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:222005387
rs6442708-<b>A</b>,"4 x 10-7",,0.053,3.35,'-,[2.04-5.5],RPL21P17,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,3:1952960
rs6586977-<b>G</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,8:21299082
rs66714249-<b>A</b>,"2 x 10-6",,0.005,8.66,'-,[2.96-25.31],SYT9,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:7379335
rs66785688-<b>G</b>,"5 x 10-6",,0.0261,3.9,'-,[2.08-7.31],LINC02698,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:115841215
rs67335251-<b>A</b>,"2 x 10-6",,0.059,3.06,'-,[1.89-4.96],ADCY9,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,16:4021721
rs6858365-<b>A</b>,"9 x 10-7",,0.015,5.21,'-,[2.51-10.82],LINC02270,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:12171045
rs7000447-<b>G</b>,"1 x 10-6",,0.448,2.35,'-,[1.65-3.34],ASAP1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,8:130511037
rs7020553-<b>A</b>,"4 x 10-6",,0.345,2.18,'-,[1.55-3.05],FGD3,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,9:74095368
rs7112383-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],SLC5A12,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:26719715
rs7137521-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],LINC02359,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,12:126249723
rs7161179-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"TCL6, LINC02318","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,14:95621923
rs7224314-<b>C</b>,"6 x 10-7",,0.223,2.37,'-,[1.68-3.36],PITPNC1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,17:67390098
rs72974161-<b>A</b>,"2 x 10-7",,0.102,2.83,'-,[1.88-4.26],"DARS1-AS1, CXCR4","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:136044886
rs73030953-<b>G</b>,"5 x 10-6",,0.02,4.32,'-,[2.18-8.55],RYR1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,19:38484809
rs73132886-<b>C</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],AP3B1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:78052816
rs73302615-<b>A</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],JAZF1-AS1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,7:28232071
rs7344105-<b>G</b>,"2 x 10-6",,0.002,15.21,'-,[3.37-68.63],"PYGB, ENTPD6","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,20:25245309
rs7358151-<b>G</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],MKX,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:27728643
rs73737676-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,7:156017807
rs73912949-<b>G</b>,"3 x 10-6",,0.007,6.97,'-,[2.7-17.99],"RPL30P3, ASAP2","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:9151105
rs73976923-<b>A</b>,"1 x 10-6",,0.001,34.03,'-,[3.52-329.29],"AIPL1, BTF3P14","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,17:6379151
rs7921536-<b>G</b>,"1 x 10-6",,0.001,34.03,'-,[3.52-329.29],SH3PXD2A,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:103597080
rs7576072-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],FIGN,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:163774442
rs79392787-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"BTF3P14, AIPL1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,17:6346734
rs79835348-<b>C</b>,"2 x 10-6",,0.007,7.39,'-,[2.82-19.36],CREB5,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,7:28435636
rs79946301-<b>A</b>,"6 x 10-6",,0.005,7.81,'-,[2.74-22.24],TMEM132D,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,12:129632604
rs80221072-<b>A</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],NPAS3,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,14:33326385
rs908084-<b>A</b>,"9 x 10-9",,0.044,3.97,'-,[2.4-6.56],TENM3,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:182622495
rs76650652-<b>A</b>,"2 x 10-6",,0.011,5.86,'-,[2.59-13.3],"CCDC178, ASXL3-DT","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,18:33508114
rs936332-<b>G</b>,"1 x 10-6",,0.379,2.27,'-,[1.62-3.2],"KRT7-AS, KRT7","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,12:52246493
rs76780579-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],BNC2,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,9:16414508
rs9577729-<b>G</b>,"6 x 10-6",,0.01,5.91,'-,[2.48-14.05],"SPACA7, LINC01044","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,13:112366443
rs76917448-<b>A</b>,"4 x 10-6",,0.032,3.65,'-,[2.03-6.56],BMPER,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,7:34075100
rs9871967-<b>G</b>,"3 x 10-6",,0.002,15.18,'-,[3.36-68.47],IFT122,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,3:129490335
rs77156671-<b>A</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],MARCHF1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:164479668
rs9963330-<b>A</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],NEDD4L,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,18:58353277
rs77302254-<b>A</b>,"2 x 10-6",,0.03,3.86,'-,[2.14-6.96],GALNT18,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:11572026
rs60244812-<b>A</b>,"7 x 10-7",,0.029,4.04,'-,[2.23-7.3],KDM4C,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,9:7267614
rs7735563-<b>G</b>,"1 x 10-6",,0.008,6.67,'-,[2.75-16.17],RAPGEF6,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:131429243
rs74609360-<b>A</b>,"2 x 10-7",,0.03,4.14,'-,[2.32-7.39],"KLF13, LINC02352","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,15:31248192
rs74874915-<b>A</b>,"1 x 10-6",,0.127,2.55,'-,[1.72-3.76],"RN7SL363P, BLM","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,15:90844149
rs78894156-<b>G</b>,"1 x 10-6",,0.001,34.03,'-,[3.52-329.29],OTOG,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:17620582
rs79014439-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],RIPOR2,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,6:24901633
rs79143957-<b>A</b>,"4 x 10-6",,0.012,5.54,'-,[2.46-12.47],"SALL4P5, RPL24P7","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,3:23084498
rs74013184-<b>C</b>,"7 x 10-6",,0.006,7.73,'-,[2.71-22.03],CACNG3,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,16:24352448
rs74346392-<b>G</b>,"7 x 10-6",,0.005,7.7,'-,[2.7-21.93],"U3, LINC01779","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,1:116219072
rs12568266-<b>A</b>,"6 x 10-10",,0.029,5.02,'-,[2.86-8.8],EEF1DP6,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,1:4133491
rs1257344-<b>?</b>,"3 x 10-6",,0.511,2.3255813,'-,[1.61-3.33],"ARHGAP15, Y_RNA","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:143840863
rs12622534-<b>A</b>,"2 x 10-6",,0.407,2.26,'-,[1.6-3.19],PRKCE,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:45772849
rs12622686-<b>?</b>,"5 x 10-6",,0.5867,2.4390244,'-,[1.64-3.57],EPHA4,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:221342893
rs12722556-<b>A</b>,"2 x 10-6",,0.019,4.6,'-,[2.31-9.16],IL2RA,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:6028576
rs12913832-<b>A</b>,"7 x 10-14",,0.233,3.48,'-,[2.47-4.89],HERC2,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,15:28120472
rs13391419-<b>A</b>,"5 x 10-6",,0.026,3.9,'-,[2.08-7.31],RPL23AP28,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:222057197
rs13405366-<b>A</b>,"1 x 10-6",,0.024,4.3,'-,[2.28-8.12],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:13542679
rs1346220-<b>G</b>,"2 x 10-6",,0.002,15.45,'-,[3.42-69.69],PARVA,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:12458540
rs141337143-<b>A</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],"LINC02347, NDUFA5P6","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,12:126523324
rs14271-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"CLSTN1, PIK3CD","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,1:9729092
rs1435547-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],GREB1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:11597965
rs1442808-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,15:98221618
rs1479279-<b>G</b>,"2 x 10-6",,0.016,5,'-,[2.42-10.33],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:12097711
rs1491921-<b>C</b>,"7 x 10-7",,0.013,5.69,'-,[2.63-12.33],GUSBP1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:21259029
rs1555804-<b>G</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],MSRB2,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:23104137
rs1672691-<b>A</b>,"2 x 10-7",,0.2,2.5,'-,[1.76-3.55],ZBTB16,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:114071429
rs16841200-<b>G</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:157012356
rs16867528-<b>A</b>,"2 x 10-8",,0.01,7.39,'-,[3.29-16.6],"FBXL7, CTD-2350J17.1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:15607339
rs16867713-<b>G</b>,"7 x 10-6",,0.01,5.83,'-,[2.45-13.86],FBXL7,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,5:15783391
rs16876083-<b>A</b>,"2 x 10-6",,0.005,8.65,'-,[2.96-25.28],"LINC02209, LINC02099","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,8:29858745
rs16894878-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],OR5V1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,6:29419226
rs16928705-<b>A</b>,"7 x 10-6",,0.084,2.67,'-,[1.71-4.15],SLC29A3,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:71336036
rs114252942-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],MCPH1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,8:6345443
rs114280567-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"LINC00330, NUFIP1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,13:44901447
rs114326390-<b>A</b>,"1 x 10-6",,0.001,33.95,'-,[3.51-328.49],PCDH7,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:30702905
rs114332009-<b>G</b>,"1 x 10-6",,0.001,34.03,'-,[3.52-329.29],"MICAL2, LINC02547","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,11:12069460
rs114356520-<b>A</b>,"1 x 10-6",,0.001,33.99,'-,[3.51-328.89],"PTPN3, Y_RNA","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,9:109366718
rs114646018-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"ADAMTSL1, SAXO1","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,9:18890063
rs115683773-<b>A</b>,"7 x 10-6",,0.018,4.48,'-,[2.19-9.17],LINC02268,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,4:174204278
rs115882204-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],MPP7,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,10:28301454
rs115958457-<b>A</b>,"1 x 10-6",,0.001,34.43,'-,[3.56-333.11],LINC02188,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,16:86793401
rs116146467-<b>A</b>,"9 x 10-7",,0.013,5.61,'-,[2.59-12.16],LINC01615,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,6:169157918
rs116212486-<b>A</b>,"2 x 10-6",,0.028,3.92,'-,[2.13-7.21],"EFHD1, GIGYF2","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,2:232689486
rs116278466-<b>A</b>,"1 x 10-6",,0.001,34.08,'-,[3.52-329.69],"COL12A1, COX7A2","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,6:75236034
rs11633886-<b>C</b>,"5 x 10-6",,0.467,2.24,'-,[1.57-3.19],SQOR,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,15:45786109
rs11635191-<b>A</b>,"1 x 10-6",,0.217,2.32,'-,[1.64-3.3],CCDC33,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,15:74257709
rs116493700-<b>G</b>,"7 x 10-6",,0.005,7.7,'-,[2.7-21.93],"SLC30A1, RD3","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,1:211565125
rs116520962-<b>A</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],KLKP1,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,19:50895171
rs116940963-<b>G</b>,"2 x 10-6",,0.007,7.39,'-,[2.82-19.36],"SNAP25-AS1, SNAP25","Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,20:10290719
rs117260909-<b>C</b>,"7 x 10-6",,0.005,7.69,'-,[2.7-21.9],LINC01231,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,9:3195775
rs117405208-<b>C</b>,"2 x 10-6",,0.002,15.23,'-,[3.38-68.72],'-,"Diisocyanate-induced asthma","response to diisocyanate, asthma",'-,GCST002875,8:133955165
